timestamp,PRESSURE_TANK,FLOW_PUMP,FLOW_P10,FLOW_P110,STATUS_PUMP,STATUS_P10,STATUS_P110
   37.0000,   64.9950,  887.6875,  887.6875,    0.0000,    1.0000,    1.0000,    0.0000
   38.0000,   64.9950,  857.1907,  857.1907,    0.0000,    1.0000,    1.0000,    0.0000
   39.0000,   64.9950,  857.1907,  857.1907,    0.0000,    1.0000,    1.0000,    0.0000
   40.0000,   64.9950,  953.4697,  953.4697,    0.0000,    1.0000,    1.0000,    0.0000
   41.0000,   64.9950,  953.4697,  953.4697,    0.0000,    1.0000,    1.0000,    0.0000
   42.0000,   64.9950,  814.8482,  814.8482,    0.0000,    1.0000,    1.0000,    0.0000
   43.0000,   64.9950,  814.8482,  814.8482,    0.0000,    1.0000,    1.0000,    0.0000
   44.0000,   64.9950,  737.4722,  737.4722,    0.0000,    1.0000,    1.0000,    0.0000
   45.0000,   64.9950,  737.4722,  737.4722,    0.0000,    1.0000,    1.0000,    0.0000
   46.0000,   64.9950,  695.6337,  695.6337,    0.0000,    1.0000,    1.0000,    0.0000
   47.0000,   64.9950,  695.6337,  695.6337,    0.0000,    1.0000,    1.0000,    0.0000
   48.0000,   64.9950,  574.7780,  574.7780,    0.0000,    1.0000,    1.0000,    0.0000
   49.0000,   64.9950,  574.7780,  574.7780,    0.0000,    1.0000,    1.0000,    0.0000
   50.0000,   64.9950,  557.3864,  557.3864,    0.0000,    1.0000,    1.0000,    0.0000
   51.0000,   64.9950,  557.3864,  557.3864,    0.0000,    1.0000,    1.0000,    0.0000
   52.0000,   64.9950,  490.1529,  490.1529,    0.0000,    1.0000,    1.0000,    0.0000
   53.0000,   64.9950,  490.1529,  490.1529,    0.0000,    1.0000,    1.0000,    0.0000
   54.0000,   64.9950,  500.1213,  500.1213,    0.0000,    1.0000,    1.0000,    0.0000
   55.0000,   64.9950,  500.1213,  500.1213,    0.0000,    1.0000,    1.0000,    0.0000
   56.0000,   64.9950,  523.0273,  523.0273,    0.0000,    1.0000,    1.0000,    0.0000
   57.0000,   64.9950,  523.0273,  523.0273,    0.0000,    1.0000,    1.0000,    0.0000
   58.0000,   64.9950,  587.2915,  587.2915,    0.0000,    1.0000,    1.0000,    0.0000
   59.0000,   64.9950,  587.2915,  587.2915,    0.0000,    1.0000,    1.0000,    0.0000
   60.0000,   64.9950,  728.7576,  728.7576,    0.0000,    1.0000,    1.0000,    0.0000
   61.0000,   64.9950,  728.7576,  728.7576,    0.0000,    1.0000,    1.0000,    0.0000
   62.0000,   64.9950,  684.6423,  684.6423,    0.0000,    1.0000,    1.0000,    0.0000
   63.0000,   64.9950,  684.6423,  684.6423,    0.0000,    1.0000,    1.0000,    0.0000
   64.0000,   64.9950,  743.6041,  743.6041,    0.0000,    1.0000,    1.0000,    0.0000
   65.0000,   64.9950,  743.6041,  743.6041,    0.0000,    1.0000,    1.0000,    0.0000
   66.0000,   64.9950,  798.5362,  798.5362,    0.0000,    1.0000,    1.0000,    0.0000
   67.0000,   64.9950,  798.5362,  798.5362,    0.0000,    1.0000,    1.0000,    0.0000
   68.0000,   64.9950,  883.3734,  883.3734,    0.0000,    1.0000,    1.0000,    0.0000
   69.0000,   64.9950,  883.3734,  883.3734,    0.0000,    1.0000,    1.0000,    0.0000
   70.0000,   64.9950,  771.6003,  771.6003,    0.0000,    1.0000,    1.0000,    0.0000
   71.0000,   64.9950,  771.6003,  771.6003,    0.0000,    1.0000,    1.0000,    0.0000
   72.0000,   64.9950,  762.6925,  762.6925,    0.0000,    1.0000,    1.0000,    0.0000
   73.0000,   64.9950,  762.6925,  762.6925,    0.0000,    1.0000,    1.0000,    0.0000
   74.0000,   64.9950,  719.2134,  719.2134,    0.0000,    1.0000,    1.0000,    0.0000
   75.0000,   64.9950,  719.2134,  719.2134,    0.0000,    1.0000,    1.0000,    0.0000
   76.0000,   64.9950,  683.5817,  683.5817,    0.0000,    1.0000,    1.0000,    0.0000
   77.0000,   64.9950,  683.5817,  683.5817,    0.0000,    1.0000,    1.0000,    0.0000
   78.0000,   64.9950,  717.5167,  717.5167,    0.0000,    1.0000,    1.0000,    0.0000
   79.0000,   64.9950,  717.5167,  717.5167,    0.0000,    1.0000,    1.0000,    0.0000
   80.0000,   64.9950,  629.0739,  629.0739,    0.0000,    1.0000,    1.0000,    0.0000
   81.0000,   64.9950,  629.0739,  629.0739,    0.0000,    1.0000,    1.0000,    0.0000
   82.0000,   64.9950,  636.9213,  636.9213,    0.0000,    1.0000,    1.0000,    0.0000
   83.0000,   64.9950,  636.9213,  636.9213,    0.0000,    1.0000,    1.0000,    0.0000
   84.0000,   64.9950,  640.3148,  640.3148,    0.0000,    1.0000,    1.0000,    0.0000
   85.0000,   64.9950,  640.3148,  640.3148,    0.0000,    1.0000,    1.0000,    0.0000
   86.0000,   64.9950,  782.8413,  782.8413,    0.0000,    1.0000,    1.0000,    0.0000
   87.0000,   64.9950,  782.8413,  782.8413,    0.0000,    1.0000,    1.0000,    0.0000
   88.0000,   64.9950,  774.9939,  774.9939,    0.0000,    1.0000,    1.0000,    0.0000
   89.0000,   64.9950,  774.9939,  774.9939,    0.0000,    1.0000,    1.0000,    0.0000
   90.0000,   64.9950,  732.3632,  732.3632,    0.0000,    1.0000,    1.0000,    0.0000
   91.0000,   64.9950,  732.3632,  732.3632,    0.0000,    1.0000,    1.0000,    0.0000
   92.0000,   64.9950,  815.9278,  815.9278,    0.0000,    1.0000,    1.0000,    0.0000
   93.0000,   64.9950,  815.9278,  815.9278,    0.0000,    1.0000,    1.0000,    0.0000
   94.0000,   64.9950,  761.4199,  761.4199,    0.0000,    1.0000,    1.0000,    0.0000
   95.0000,   64.9950,  761.4199,  761.4199,    0.0000,    1.0000,    1.0000,    0.0000
   96.0000,   64.9950,  799.8039,  799.8039,    0.0000,    1.0000,    1.0000,    0.0000
   97.0000,   64.9950,  799.8039,  799.8039,    0.0000,    1.0000,    1.0000,    0.0000
   98.0000,   64.9950,  681.1774,  681.1774,    0.0000,    1.0000,    1.0000,    0.0000
   99.0000,   64.9950,  681.1774,  681.1774,    0.0000,    1.0000,    1.0000,    0.0000
  100.0000,   64.9950,  509.3551,  509.3551,    0.0000,    1.0000,    1.0000,    0.0000
  101.0000,   64.9950,  509.3551,  509.3551,    0.0000,    1.0000,    1.0000,    0.0000
  102.0000,   64.9950,  496.0562,  496.0562,    0.0000,    1.0000,    1.0000,    0.0000
  103.0000,   64.9950,  496.0562,  496.0562,    0.0000,    1.0000,    1.0000,    0.0000
  104.0000,   64.9950,  340.1926,  340.1926,    0.0000,    1.0000,    1.0000,    0.0000
  105.0000,   64.9950,  340.1926,  340.1926,    0.0000,    1.0000,    1.0000,    0.0000
  106.0000,   64.9950,  310.6690,  310.6690,    0.0000,    1.0000,    1.0000,    0.0000
  107.0000,   64.9950,  310.6690,  310.6690,    0.0000,    1.0000,    1.0000,    0.0000
  108.0000,   64.9950,  476.6397,  476.6397,    0.0000,    1.0000,    1.0000,    0.0000
  109.0000,   64.9950,  476.6397,  476.6397,    0.0000,    1.0000,    1.0000,    0.0000
  110.0000,   64.9950,  447.3821,  447.3821,    0.0000,    1.0000,    1.0000,    0.0000
  111.0000,   64.9950,  447.3821,  447.3821,    0.0000,    1.0000,    1.0000,    0.0000
  112.0000,   64.9950,  599.5219,  599.5219,    0.0000,    1.0000,    1.0000,    0.0000
  113.0000,   64.9950,  599.5219,  599.5219,    0.0000,    1.0000,    1.0000,    0.0000
  114.0000,   64.9950,  769.2164,  769.2164,    0.0000,    1.0000,    1.0000,    0.0000
  115.0000,   64.9950,  769.2164,  769.2164,    0.0000,    1.0000,    1.0000,    0.0000
  116.0000,   64.9950,  813.9008,  813.9008,    0.0000,    1.0000,    1.0000,    0.0000
  117.0000,   64.9950,  813.9008,  813.9008,    0.0000,    1.0000,    1.0000,    0.0000
  118.0000,   64.9950,  707.7753,  707.7753,    0.0000,    1.0000,    1.0000,    0.0000
  119.0000,   64.9950,  707.7753,  707.7753,    0.0000,    1.0000,    1.0000,    0.0000
  120.0000,   64.9950,  749.0020,  749.0020,    0.0000,    1.0000,    1.0000,    0.0000
  121.0000,   64.9950,  749.0020,  749.0020,    0.0000,    1.0000,    1.0000,    0.0000
  122.0000,   64.9950,  760.1731,  760.1731,    0.0000,    1.0000,    1.0000,    0.0000
  123.0000,   64.9950,  760.1731,  760.1731,    0.0000,    1.0000,    1.0000,    0.0000
  124.0000,   64.9950,  745.0123,  745.0123,    0.0000,    1.0000,    1.0000,    0.0000
  125.0000,   64.9950,  745.0123,  745.0123,    0.0000,    1.0000,    1.0000,    0.0000
  126.0000,   64.9950,  688.8908,  688.8908,    0.0000,    1.0000,    1.0000,    0.0000
  127.0000,   64.9950,  688.8908,  688.8908,    0.0000,    1.0000,    1.0000,    0.0000
  128.0000,   64.9950,  689.4227,  689.4227,    0.0000,    1.0000,    1.0000,    0.0000
  129.0000,   64.9950,  689.4227,  689.4227,    0.0000,    1.0000,    1.0000,    0.0000
  130.0000,   64.9950,  785.7071,  785.7071,    0.0000,    1.0000,    1.0000,    0.0000
  131.0000,   64.9950,  785.7071,  785.7071,    0.0000,    1.0000,    1.0000,    0.0000
  132.0000,   64.9950,  750.0659,  750.0659,    0.0000,    1.0000,    1.0000,    0.0000
  133.0000,   64.9950,  750.0659,  750.0659,    0.0000,    1.0000,    1.0000,    0.0000
  134.0000,   64.9950,  867.0966,  867.0966,    0.0000,    1.0000,    1.0000,    0.0000
  135.0000,   64.9950,  867.0966,  867.0966,    0.0000,    1.0000,    1.0000,    0.0000
  136.0000,   64.9950,  833.5832,  833.5832,    0.0000,    1.0000,    1.0000,    0.0000
  137.0000,   64.9950,  833.5832,  833.5832,    0.0000,    1.0000,    1.0000,    0.0000
  138.0000,   64.9950,  867.0966,  867.0966,    0.0000,    1.0000,    1.0000,    0.0000
  139.0000,   64.9950,  867.0966,  867.0966,    0.0000,    1.0000,    1.0000,    0.0000
  140.0000,   64.9950,  882.2573,  882.2573,    0.0000,    1.0000,    1.0000,    0.0000
  141.0000,   64.9950,  882.2573,  882.2573,    0.0000,    1.0000,    1.0000,    0.0000
  142.0000,   64.9950,  930.1335,  930.1335,    0.0000,    1.0000,    1.0000,    0.0000
  143.0000,   64.9950,  930.1335,  930.1335,    0.0000,    1.0000,    1.0000,    0.0000
  144.0000,   64.9950,  665.3782,  665.3782,    0.0000,    1.0000,    1.0000,    0.0000
  145.0000,   64.9950,  665.3782,  665.3782,    0.0000,    1.0000,    1.0000,    0.0000
  146.0000,   64.9950,  488.0027,  488.0027,    0.0000,    1.0000,    1.0000,    0.0000
  147.0000,   64.9950,  488.0027,  488.0027,    0.0000,    1.0000,    1.0000,    0.0000
  148.0000,   64.9950,  564.4798,  564.4798,    0.0000,    1.0000,    1.0000,    0.0000
  149.0000,   64.9950,  564.4798,  564.4798,    0.0000,    1.0000,    1.0000,    0.0000
  150.0000,   64.9950,  401.2429,  401.2429,    0.0000,    1.0000,    1.0000,    0.0000
  151.0000,   64.9950,  401.2429,  401.2429,    0.0000,    1.0000,    1.0000,    0.0000
  152.0000,   64.9950,  349.6155,  349.6155,    0.0000,    1.0000,    1.0000,    0.0000
  153.0000,   64.9950,  349.6155,  349.6155,    0.0000,    1.0000,    1.0000,    0.0000
  154.0000,   64.9950,  510.2817,  510.2817,    0.0000,    1.0000,    1.0000,    0.0000
  155.0000,   64.9950,  510.2817,  510.2817,    0.0000,    1.0000,    1.0000,    0.0000
  156.0000,   64.9950,  435.3041,  435.3041,    0.0000,    1.0000,    1.0000,    0.0000
  157.0000,   64.9950,  435.3041,  435.3041,    0.0000,    1.0000,    1.0000,    0.0000
  158.0000,   64.9950,  705.6519,  705.6519,    0.0000,    1.0000,    1.0000,    0.0000
  159.0000,   64.9950,  705.6519,  705.6519,    0.0000,    1.0000,    1.0000,    0.0000
  160.0000,   64.9950,  738.2135,  738.2135,    0.0000,    1.0000,    1.0000,    0.0000
  161.0000,   64.9950,  738.2135,  738.2135,    0.0000,    1.0000,    1.0000,    0.0000
  162.0000,   64.9950,  735.6428,  735.6428,    0.0000,    1.0000,    1.0000,    0.0000
  163.0000,   64.9950,  735.6428,  735.6428,    0.0000,    1.0000,    1.0000,    0.0000
  164.0000,   64.9950,  874.0300,  874.0300,    0.0000,    1.0000,    1.0000,    0.0000
  165.0000,   64.9950,  874.0300,  874.0300,    0.0000,    1.0000,    1.0000,    0.0000
  166.0000,   64.9950,  742.0695,  742.0695,    0.0000,    1.0000,    1.0000,    0.0000
  167.0000,   64.9950,  742.0695,  742.0695,    0.0000,    1.0000,    1.0000,    0.0000
  168.0000,   64.9950,  829.6862,  829.6862,    0.0000,    1.0000,    1.0000,    0.0000
  169.0000,   64.9950,  829.6862,  829.6862,    0.0000,    1.0000,    1.0000,    0.0000
  170.0000,   64.9950,  889.2397,  889.2397,    0.0000,    1.0000,    1.0000,    0.0000
  171.0000,   64.9950,  889.2397,  889.2397,    0.0000,    1.0000,    1.0000,    0.0000
  172.0000,   64.9950,  785.1281,  785.1281,    0.0000,    1.0000,    1.0000,    0.0000
  173.0000,   64.9950,  785.1281,  785.1281,    0.0000,    1.0000,    1.0000,    0.0000
  174.0000,   64.9950,  754.2802,  754.2802,    0.0000,    1.0000,    1.0000,    0.0000
  175.0000,   64.9950,  754.2802,  754.2802,    0.0000,    1.0000,    1.0000,    0.0000
  176.0000,   64.9950,  749.3530,  749.3530,    0.0000,    1.0000,    1.0000,    0.0000
  177.0000,   64.9950,  749.3530,  749.3530,    0.0000,    1.0000,    1.0000,    0.0000
  178.0000,   64.9950,  604.5392,  604.5392,    0.0000,    1.0000,    1.0000,    0.0000
  179.0000,   64.9950,  604.5392,  604.5392,    0.0000,    1.0000,    1.0000,    0.0000
  180.0000,   64.9950,  750.4241,  750.4241,    0.0000,    1.0000,    1.0000,    0.0000
  181.0000,   64.9950,  750.4241,  750.4241,    0.0000,    1.0000,    1.0000,    0.0000
  182.0000,   64.9950,  626.8183,  626.8183,    0.0000,    1.0000,    1.0000,    0.0000
  183.0000,   64.9950,  626.8183,  626.8183,    0.0000,    1.0000,    1.0000,    0.0000
  184.0000,   64.9950,  817.6897,  817.6897,    0.0000,    1.0000,    1.0000,    0.0000
  185.0000,   64.9950,  817.6897,  817.6897,    0.0000,    1.0000,    1.0000,    0.0000
  186.0000,   64.9950,  915.3748,  915.3748,    0.0000,    1.0000,    1.0000,    0.0000
  187.0000,   64.9950,  915.3748,  915.3748,    0.0000,    1.0000,    1.0000,    0.0000
  188.0000,   64.9950,  746.7824,  746.7824,    0.0000,    1.0000,    1.0000,    0.0000
  189.0000,   64.9950,  746.7824,  746.7824,    0.0000,    1.0000,    1.0000,    0.0000
  190.0000,   64.9950,  820.9031,  820.9031,    0.0000,    1.0000,    1.0000,    0.0000
  191.0000,   64.9950,  820.9031,  820.9031,    0.0000,    1.0000,    1.0000,    0.0000
  192.0000,   64.9950,  661.4636,  661.4636,    0.0000,    1.0000,    1.0000,    0.0000
  193.0000,   64.9950,  661.4636,  661.4636,    0.0000,    1.0000,    1.0000,    0.0000
  194.0000,   64.9950,  553.8878,  553.8878,    0.0000,    1.0000,    1.0000,    0.0000
  195.0000,   64.9950,  553.8878,  553.8878,    0.0000,    1.0000,    1.0000,    0.0000
  196.0000,   64.9950,  571.0021,  571.0021,    0.0000,    1.0000,    1.0000,    0.0000
  197.0000,   64.9950,  571.0021,  571.0021,    0.0000,    1.0000,    1.0000,    0.0000
  198.0000,   64.9950,  395.4135,  395.4135,    0.0000,    1.0000,    1.0000,    0.0000
  199.0000,   64.9950,  395.4135,  395.4135,    0.0000,    1.0000,    1.0000,    0.0000
  200.0000,   64.9950,  329.1788,  329.1788,    0.0000,    1.0000,    1.0000,    0.0000
  201.0000,   64.9950,  329.1788,  329.1788,    0.0000,    1.0000,    1.0000,    0.0000
  202.0000,   64.9950,  498.5440,  498.5440,    0.0000,    1.0000,    1.0000,    0.0000
  203.0000,   64.9950,  498.5440,  498.5440,    0.0000,    1.0000,    1.0000,    0.0000
  204.0000,   64.9950,  472.5391,  472.5391,    0.0000,    1.0000,    1.0000,    0.0000
  205.0000,   64.9950,  472.5391,  472.5391,    0.0000,    1.0000,    1.0000,    0.0000
  206.0000,   64.9950,  593.4507,  593.4507,    0.0000,    1.0000,    1.0000,    0.0000
  207.0000,   64.9950,  593.4507,  593.4507,    0.0000,    1.0000,    1.0000,    0.0000
  208.0000,   64.9950,  985.9690,  985.9690,    0.0000,    1.0000,    1.0000,    0.0000
  209.0000,   64.9950,  985.9690,  985.9690,    0.0000,    1.0000,    1.0000,    0.0000
  210.0000,   64.9950,  986.4135,  986.4135,    0.0000,    1.0000,    1.0000,    0.0000
  211.0000,   64.9950,  986.4135,  986.4135,    0.0000,    1.0000,    1.0000,    0.0000
  212.0000,   64.9950,  750.8137,  750.8137,    0.0000,    1.0000,    1.0000,    0.0000
  213.0000,   64.9950,  750.8137,  750.8137,    0.0000,    1.0000,    1.0000,    0.0000
  214.0000,   64.9950,  637.9036,  637.9036,    0.0000,    1.0000,    1.0000,    0.0000
  215.0000,   64.9950,  637.9036,  637.9036,    0.0000,    1.0000,    1.0000,    0.0000
  216.0000,   64.9950,  471.8723,  471.8723,    0.0000,    1.0000,    1.0000,    0.0000
  217.0000,   64.9950,  471.8723,  471.8723,    0.0000,    1.0000,    1.0000,    0.0000
  218.0000,   64.9950,  462.0927,  462.0927,    0.0000,    1.0000,    1.0000,    0.0000
  219.0000,   64.9950,  462.0927,  462.0927,    0.0000,    1.0000,    1.0000,    0.0000
  220.0000,   64.9950,  692.3583,  692.3583,    0.0000,    1.0000,    1.0000,    0.0000
  221.0000,   64.9950,  692.3583,  692.3583,    0.0000,    1.0000,    1.0000,    0.0000
  222.0000,   64.9950,  760.1487,  760.1487,    0.0000,    1.0000,    1.0000,    0.0000
  223.0000,   64.9950,  760.1487,  760.1487,    0.0000,    1.0000,    1.0000,    0.0000
  224.0000,   64.9950,  737.7001,  737.7001,    0.0000,    1.0000,    1.0000,    0.0000
  225.0000,   64.9950,  737.7001,  737.7001,    0.0000,    1.0000,    1.0000,    0.0000
  226.0000,   64.9950,  680.8005,  680.8005,    0.0000,    1.0000,    1.0000,    0.0000
  227.0000,   64.9950,  680.8005,  680.8005,    0.0000,    1.0000,    1.0000,    0.0000
  228.0000,   64.9950,  750.8137,  750.8137,    0.0000,    1.0000,    1.0000,    0.0000
  229.0000,   64.9950,  750.8137,  750.8137,    0.0000,    1.0000,    1.0000,    0.0000
  230.0000,   64.9950,  916.1781,  916.1781,    0.0000,    1.0000,    1.0000,    0.0000
  231.0000,   64.9950,  916.1781,  916.1781,    0.0000,    1.0000,    1.0000,    0.0000
  232.0000,   64.9950,  993.0814,  993.0814,    0.0000,    1.0000,    1.0000,    0.0000
  233.0000,   64.9950,  993.0814,  993.0814,    0.0000,    1.0000,    1.0000,    0.0000
  234.0000,   64.9950,  903.9536,  903.9536,    0.0000,    1.0000,    1.0000,    0.0000
  235.0000,   64.9950,  903.9536,  903.9536,    0.0000,    1.0000,    1.0000,    0.0000
  236.0000,   64.9950,  934.4037,  934.4037,    0.0000,    1.0000,    1.0000,    0.0000
  237.0000,   64.9950,  934.4037,  934.4037,    0.0000,    1.0000,    1.0000,    0.0000
  238.0000,   64.9950,  760.1487,  760.1487,    0.0000,    1.0000,    1.0000,    0.0000
  239.0000,   64.9950,  760.1487,  760.1487,    0.0000,    1.0000,    1.0000,    0.0000
  240.0000,   64.9950,  787.9268,  787.9268,    0.0000,    1.0000,    1.0000,    0.0000
  241.0000,   64.9950,  787.9268,  787.9268,    0.0000,    1.0000,    1.0000,    0.0000
  242.0000,   64.9950,  602.5336,  602.5336,    0.0000,    1.0000,    1.0000,    0.0000
  243.0000,   64.9950,  602.5336,  602.5336,    0.0000,    1.0000,    1.0000,    0.0000
  244.0000,   64.9950,  586.8501,  586.8501,    0.0000,    1.0000,    1.0000,    0.0000
  245.0000,   64.9950,  586.8501,  586.8501,    0.0000,    1.0000,    1.0000,    0.0000
  246.0000,   64.9950,  461.6161,  461.6161,    0.0000,    1.0000,    1.0000,    0.0000
  247.0000,   64.9950,  461.6161,  461.6161,    0.0000,    1.0000,    1.0000,    0.0000
  248.0000,   64.9950,  391.6255,  391.6255,    0.0000,    1.0000,    1.0000,    0.0000
  249.0000,   64.9950,  391.6255,  391.6255,    0.0000,    1.0000,    1.0000,    0.0000
  250.0000,   64.9950,  371.9626,  371.9626,    0.0000,    1.0000,    1.0000,    0.0000
  251.0000,   64.9950,  371.9626,  371.9626,    0.0000,    1.0000,    1.0000,    0.0000
  252.0000,   64.9950,  497.6648,  497.6648,    0.0000,    1.0000,    1.0000,    0.0000
  253.0000,   64.9950,  497.6648,  497.6648,    0.0000,    1.0000,    1.0000,    0.0000
  254.0000,   64.9950,  560.8669,  560.8669,    0.0000,    1.0000,    1.0000,    0.0000
  255.0000,   64.9950,  560.8669,  560.8669,    0.0000,    1.0000,    1.0000,    0.0000
  256.0000,   64.9950,  621.0261,  621.0261,    0.0000,    1.0000,    1.0000,    0.0000
  257.0000,   64.9950,  621.0261,  621.0261,    0.0000,    1.0000,    1.0000,    0.0000
  258.0000,   64.9950,  836.8500,  836.8500,    0.0000,    1.0000,    1.0000,    0.0000
  259.0000,   64.9950,  836.8500,  836.8500,    0.0000,    1.0000,    1.0000,    0.0000
  260.0000,   64.9950,  683.7601,  683.7601,    0.0000,    1.0000,    1.0000,    0.0000
  261.0000,   64.9950,  683.7601,  683.7601,    0.0000,    1.0000,    1.0000,    0.0000
  262.0000,   64.9950,  746.0261,  746.0261,    0.0000,    1.0000,    1.0000,    0.0000
  263.0000,   64.9950,  746.0261,  746.0261,    0.0000,    1.0000,    1.0000,    0.0000
  264.0000,   64.9950,  762.1777,  762.1777,    0.0000,    1.0000,    1.0000,    0.0000
  265.0000,   64.9950,  762.1777,  762.1777,    0.0000,    1.0000,    1.0000,    0.0000
  266.0000,   64.9950,  703.1890,  703.1890,    0.0000,    1.0000,    1.0000,    0.0000
  267.0000,   64.9950,  703.1890,  703.1890,    0.0000,    1.0000,    1.0000,    0.0000
  268.0000,   64.9950,  681.8875,  681.8875,    0.0000,    1.0000,    1.0000,    0.0000
  269.0000,   64.9950,  681.8875,  681.8875,    0.0000,    1.0000,    1.0000,    0.0000
  270.0000,   64.9950,  725.6609,  725.6609,    0.0000,    1.0000,    1.0000,    0.0000
  271.0000,   64.9950,  725.6609,  725.6609,    0.0000,    1.0000,    1.0000,    0.0000
  272.0000,   64.9950,  721.9156,  721.9156,    0.0000,    1.0000,    1.0000,    0.0000
  273.0000,   64.9950,  721.9156,  721.9156,    0.0000,    1.0000,    1.0000,    0.0000
  274.0000,   64.9950,  694.9961,  694.9961,    0.0000,    1.0000,    1.0000,    0.0000
  275.0000,   64.9950,  694.9961,  694.9961,    0.0000,    1.0000,    1.0000,    0.0000
  276.0000,   64.9950,  664.5654,  664.5654,    0.0000,    1.0000,    1.0000,    0.0000
  277.0000,   64.9950,  664.5654,  664.5654,    0.0000,    1.0000,    1.0000,    0.0000
  278.0000,   64.9950,  774.3500,  774.3500,    0.0000,    1.0000,    1.0000,    0.0000
  279.0000,   64.9950,  774.3500,  774.3500,    0.0000,    1.0000,    1.0000,    0.0000
  280.0000,   64.9950,  849.7245,  849.7245,    0.0000,    1.0000,    1.0000,    0.0000
  281.0000,   64.9950,  849.7245,  849.7245,    0.0000,    1.0000,    1.0000,    0.0000
  282.0000,   64.9950,  974.0222,  974.0222,    0.0000,    1.0000,    1.0000,    0.0000
  283.0000,   64.9950,  974.0222,  974.0222,    0.0000,    1.0000,    1.0000,    0.0000
  284.0000,   64.9950,  971.6813,  971.6813,    0.0000,    1.0000,    1.0000,    0.0000
  285.0000,   64.9950,  971.6813,  971.6813,    0.0000,    1.0000,    1.0000,    0.0000
