timestamp,PRESSURE_TANK,FLOW_PUMP,FLOW_P10,FLOW_P110,STATUS_PUMP,STATUS_P10,STATUS_P110
  286.0000,   64.9950,  827.2526,  827.2526,    0.0000,    1.0000,    1.0000,    0.0000
  287.0000,   64.9950,  827.2526,  827.2526,    0.0000,    1.0000,    1.0000,    0.0000
  288.0000,   64.9950,  785.5138,  785.5138,    0.0000,    1.0000,    1.0000,    0.0000
  289.0000,   64.9950,  785.5138,  785.5138,    0.0000,    1.0000,    1.0000,    0.0000
  290.0000,   64.9950,  503.7233,  503.7233,    0.0000,    1.0000,    1.0000,    0.0000
  291.0000,   64.9950,  503.7233,  503.7233,    0.0000,    1.0000,    1.0000,    0.0000
  292.0000,   64.9950,  491.2044,  491.2044,    0.0000,    1.0000,    1.0000,    0.0000
  293.0000,   64.9950,  491.2044,  491.2044,    0.0000,    1.0000,    1.0000,    0.0000
  294.0000,   64.9950,  472.3121,  472.3121,    0.0000,    1.0000,    1.0000,    0.0000
  295.0000,   64.9950,  472.3121,  472.3121,    0.0000,    1.0000,    1.0000,    0.0000
  296.0000,   64.9950,  442.0390,  442.0390,    0.0000,    1.0000,    1.0000,    0.0000
  297.0000,   64.9950,  442.0390,  442.0390,    0.0000,    1.0000,    1.0000,    0.0000
  298.0000,   64.9950,  476.4092,  476.4092,    0.0000,    1.0000,    1.0000,    0.0000
  299.0000,   64.9950,  476.4092,  476.4092,    0.0000,    1.0000,    1.0000,    0.0000
  300.0000,   64.9950,  516.9252,  516.9252,    0.0000,    1.0000,    1.0000,    0.0000
  301.0000,   64.9950,  516.9252,  516.9252,    0.0000,    1.0000,    1.0000,    0.0000
  302.0000,   64.9950,  574.5124,  574.5124,    0.0000,    1.0000,    1.0000,    0.0000
  303.0000,   64.9950,  574.5124,  574.5124,    0.0000,    1.0000,    1.0000,    0.0000
  304.0000,   64.9950,  649.8538,  649.8538,    0.0000,    1.0000,    1.0000,    0.0000
  305.0000,   64.9950,  649.8538,  649.8538,    0.0000,    1.0000,    1.0000,    0.0000
  306.0000,   64.9950,  830.3544,  830.3544,    0.0000,    1.0000,    1.0000,    0.0000
  307.0000,   64.9950,  830.3544,  830.3544,    0.0000,    1.0000,    1.0000,    0.0000
  308.0000,   64.9950,  846.9705,  846.9705,    0.0000,    1.0000,    1.0000,    0.0000
  309.0000,   64.9950,  846.9705,  846.9705,    0.0000,    1.0000,    1.0000,    0.0000
  310.0000,   64.9950,  709.2620,  709.2620,    0.0000,    1.0000,    1.0000,    0.0000
  311.0000,   64.9950,  709.2620,  709.2620,    0.0000,    1.0000,    1.0000,    0.0000
  312.0000,   64.9950,  805.3165,  805.3165,    0.0000,    1.0000,    1.0000,    0.0000
  313.0000,   64.9950,  805.3165,  805.3165,    0.0000,    1.0000,    1.0000,    0.0000
  314.0000,   64.9950,  780.5062,  780.5062,    0.0000,    1.0000,    1.0000,    0.0000
  315.0000,   64.9950,  780.5062,  780.5062,    0.0000,    1.0000,    1.0000,    0.0000
  316.0000,   64.9950,  602.9645,  602.9645,    0.0000,    1.0000,    1.0000,    0.0000
  317.0000,   64.9950,  602.9645,  602.9645,    0.0000,    1.0000,    1.0000,    0.0000
  318.0000,   64.9950,  635.5138,  635.5138,    0.0000,    1.0000,    1.0000,    0.0000
  319.0000,   64.9950,  635.5138,  635.5138,    0.0000,    1.0000,    1.0000,    0.0000
  320.0000,   64.9950,  651.6747,  651.6747,    0.0000,    1.0000,    1.0000,    0.0000
  321.0000,   64.9950,  651.6747,  651.6747,    0.0000,    1.0000,    1.0000,    0.0000
  322.0000,   64.9950,  686.9554,  686.9554,    0.0000,    1.0000,    1.0000,    0.0000
  323.0000,   64.9950,  686.9554,  686.9554,    0.0000,    1.0000,    1.0000,    0.0000
  324.0000,   64.9950,  615.7111,  615.7111,    0.0000,    1.0000,    1.0000,    0.0000
  325.0000,   64.9950,  615.7111,  615.7111,    0.0000,    1.0000,    1.0000,    0.0000
  326.0000,   64.9950,  843.5563,  843.5563,    0.0000,    1.0000,    1.0000,    0.0000
  327.0000,   64.9950,  843.5563,  843.5563,    0.0000,    1.0000,    1.0000,    0.0000
  328.0000,   64.9950,  788.7004,  788.7004,    0.0000,    1.0000,    1.0000,    0.0000
  329.0000,   64.9950,  788.7004,  788.7004,    0.0000,    1.0000,    1.0000,    0.0000
  330.0000,   64.9950,  851.9781,  851.9781,    0.0000,    1.0000,    1.0000,    0.0000
  331.0000,   64.9950,  851.9781,  851.9781,    0.0000,    1.0000,    1.0000,    0.0000
  332.0000,   64.9950,  994.9218,  994.9218,    0.0000,    1.0000,    1.0000,    0.0000
  333.0000,   64.9950,  994.9218,  994.9218,    0.0000,    1.0000,    1.0000,    0.0000
  334.0000,   64.9950,  943.2526,  943.2526,    0.0000,    1.0000,    1.0000,    0.0000
  335.0000,   64.9950,  943.2526,  943.2526,    0.0000,    1.0000,    1.0000,    0.0000
  336.0000,   64.9950,  626.0709,  626.0709,    0.0000,    1.0000,    1.0000,    0.0000
